english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
locution,Her elegant locution charmed even those who disagreed with the substance of her arguments.,어법,그녀의 우아한 어법은 논지에 동의하지 않는 사람도 매료시켰다.,言い回し,彼女の優雅な言い回しは反対者も魅了した。,措辞,她优雅的措辞甚至吸引了不认同其论点的人。,locución,Su elegante locución encantaba a opositores.,cách diễn đạt,Cách diễn đạt thanh lịch của cô làm say cả người phản đối.,สำนวน,สำนวนสง่างามของเธอชนะใจแม้ผู้ไม่เห็นด้วย,ungkapan,Ungkapan elegannya memikat bahkan yang menentang.
lode,The geologists discovered a rich silver lode in the previously unsurveyed mountain canyon.,광맥,지질학자들은 미조사 산악 협곡에서 풍부한 은 광맥을 발견했다.,鉱脈,地質学者は未調査の渓谷で豊富な銀の鉱脈を発見した。,矿脉,地质学家在未勘察的山谷里发现了富银矿脉。,veta,Los geólogos hallaron una veta de plata rica.,vỉa quặng,Các nhà địa chất tìm thấy vỉa quặng bạc giàu trong hẻm núi.,สายแร่,นักธรณีค้นพบสายแร่เงินอุดมในหุบเขายังไม่ได้สำรวจ,urat tambang,Ahli geologi menemukan urat tambang perak kaya di ngarai.
lodestar,Her grandmother's quiet integrity remained a lodestar for every difficult ethical decision she faced.,길잡이별,그녀의 할머니의 조용한 정직성은 모든 어려운 윤리적 결정의 길잡이별이었다.,導きの星,祖母の静かな誠実さは難しい倫理判断の導きの星だった。,指引,祖母静默的正直是她每个艰难抉择的指引。,faro,La integridad de su abuela fue su faro moral.,sao dẫn đường,Sự chính trực của bà là sao dẫn đường cho mọi quyết định khó.,ดาวนำทาง,ความซื่อตรงของยายเป็นดาวนำทางทุกการตัดสินใจ,bintang penuntun,Integritas neneknya menjadi bintang penuntun keputusan etis.
lofty,Despite the lofty goals of the founding charter the actual achievements remained painfully modest.,고결한,설립 헌장의 고결한 목표에도 불구하고 실제 성과는 아쉬울 만큼 미미했다.,高遠な,設立憲章の高遠な目標にもかかわらず実績は乏しかった。,崇高的,尽管创立章程目标崇高实际成就却令人遗憾地有限。,elevado,Pese a los elevados ideales los logros fueron escasos.,cao cả,Dù mục tiêu cao cả của hiến chương thành tựu thực rất khiêm tốn.,สูงส่ง,แม้เป้าหมายสูงส่งแต่ผลลัพธ์น้อยมาก,mulia,Meski tujuan mulia piagam pencapaiannya tetap minim.
logorrhea,His chronic logorrhea soon exhausted the patience of even the most tolerant interview panelists.,말 많음,그의 만성적 말 많음은 가장 인내심 강한 면접관마저 지치게 했다.,多弁,彼の慢性的な多弁は寛容な面接官さえ疲弊させた。,多言症,他长期的多言症耗尽了最有耐心面试官的耐心。,logorrea,Su logorrea agotaba a los más pacientes entrevistadores.,sự nói nhiều,Sự nói nhiều kinh niên làm cạn kiệt kiên nhẫn nhà tuyển dụng.,การพูดมาก,การพูดมากเรื้อรังของเขาทำคณะกรรมการเหนื่อย,bicara berlebihan,Bicara berlebihan kronisnya menguras kesabaran panelis.
loiter,Security officers warned the teenagers not to loiter near the entrance after the store had closed.,어슬렁거리다,경비원들은 청소년들에게 폐점 후 입구 근처에서 어슬렁거리지 말라고 경고했다.,たむろする,警備員は閉店後の入口周辺でたむろするなと注意した。,徘徊,保安提醒青少年不要在打烊后在门口徘徊。,merodear,Los guardias advirtieron no merodear tras el cierre.,la cà,Bảo vệ cảnh báo thiếu niên đừng la cà ở cửa sau giờ đóng.,เตร็ดเตร่,รปภ.เตือนวัยรุ่นไม่ให้เตร็ดเตร่หน้าร้านหลังปิด,berkeliaran,Petugas keamanan melarang remaja berkeliaran setelah toko tutup.
lollop,The puppy would lollop clumsily across the yard whenever someone returned home in the evening.,껑충거리며 가다,저녁에 누군가 집에 돌아오면 강아지는 마당을 어색하게 껑충거리며 갔다.,跳ね歩く,夕方誰かが帰宅すると子犬は庭をぎこちなく跳ね歩いた。,蹦跳,每当傍晚有人回家小狗就笨拙地蹦跳穿过院子。,brincar,El cachorro brincaba torpemente por el patio.,nhảy lóc cóc,Chú cún nhảy lóc cóc vụng về khi có người về nhà.,กระโดดงุ่มง่าม,ลูกหมากระโดดงุ่มง่ามข้ามสนามทุกครั้งที่มีคนกลับบ้าน,melompat canggung,Anak anjing melompat canggung melintasi halaman.
loquacity,Her remarkable loquacity made even the briefest social call extend into the small hours.,수다,그녀의 놀라운 수다는 가장 짧은 방문도 새벽까지 늘렸다.,饒舌,彼女の卓越した饒舌は短い訪問も明け方まで延ばした。,健谈,她惊人的健谈让最短的拜访也延至凌晨。,locuacidad,Su locuacidad alargaba cada visita hasta el alba.,sự ba hoa,Sự ba hoa của cô kéo dài cuộc thăm ngắn nhất đến rạng sáng.,การช่างพูด,การช่างพูดของเธอทำให้การเยี่ยมสั้นยาวจนเช้า,kefasihan,Kefasihannya membuat kunjungan singkat berlanjut hingga dini hari.
lothario,The aging lothario found that his old charms had finally lost their once reliable persuasive force.,바람둥이,그 나이 든 바람둥이는 옛 매력이 더는 통하지 않음을 깨달았다.,色男,老いた色男はかつての魅力が通用しないと悟った。,情场老手,年迈的情场老手发现昔日魅力终于失效。,seductor,El veterano seductor vio que su encanto se agotaba.,kẻ đa tình,Kẻ đa tình già nhận ra sức quyến rũ xưa đã hết.,เจ้าชู้,เจ้าชู้สูงวัยพบว่าเสน่ห์เก่าหมดมนต์,playboy,Playboy tua menyadari pesonanya tak mempan lagi.
lout,A drunken lout was eventually escorted from the theater after disrupting the second act.,망나니,술 취한 망나니가 2막을 방해하다 결국 극장에서 끌려나갔다.,ならず者,酔ったならず者は二幕を妨害し劇場から追い出された。,粗鄙之徒,一名醉酒的粗鄙之徒在干扰第二幕后被请出剧场。,patán,Un patán borracho fue escoltado fuera del teatro.,kẻ thô lỗ,Kẻ thô lỗ say xỉn bị mời ra khỏi rạp sau hồi hai.,คนเถื่อน,คนเถื่อนเมาเหล้าถูกพาออกจากโรงละครหลังก่อกวน,orang kasar,Orang kasar mabuk diusir dari teater setelah mengganggu.
lubricious,The critic dismissed the novel's lubricious passages as gratuitous distractions from a thin plot.,음란한,비평가는 소설의 음란한 부분을 빈약한 줄거리의 불필요한 곁가지로 일축했다.,卑猥な,評論家は小説の卑猥な部分を不要な脱線と退けた。,淫秽的,评论家把小说的淫秽段落视为情节薄弱的无谓干扰。,lúbrico,El crítico tachó los pasajes lúbricos de superfluos.,dâm tục,Nhà phê bình bác đoạn dâm tục là phần thừa của cốt truyện mỏng.,ลามก,นักวิจารณ์ปัดข้อความลามกว่าเป็นส่วนเกิน,cabul,Kritikus mencap bagian cabul sebagai gangguan tak perlu.
lucent,A lucent dewdrop hung from each grass blade in the cool morning of the autumn meadow.,빛나는,가을 들판의 시원한 아침 풀잎마다 빛나는 이슬방울이 매달렸다.,輝く,秋の野の冷たい朝には草葉に輝く露が宿った。,明亮的,秋日清晨草尖每片都挂着明亮的露珠。,luminoso,Cada brizna lucía una gota luminosa de rocío.,sáng lóng lánh,Mỗi lá cỏ buổi sớm thu treo giọt sương sáng lóng lánh.,เปล่งประกาย,หยดน้ำค้างเปล่งประกายเกาะใบหญ้ายามเช้า,berkilauan,Setiap helai rumput berhias embun berkilauan saat fajar.
lucidity,The aging philosopher retained remarkable lucidity right up to the final months of his long life.,명료함,늙은 철학자는 긴 생애의 마지막 몇 달까지 놀라운 명료함을 유지했다.,明晰さ,老哲学者は晩年まで卓越した明晰さを保った。,清晰,这位年迈的哲学家直到生命最后几个月仍保持惊人清晰。,lucidez,El filósofo mantuvo lucidez hasta sus últimos meses.,sự minh mẫn,Vị triết gia già giữ sự minh mẫn đến những tháng cuối đời.,ความปลอดโปร่ง,นักปรัชญาผู้ชรารักษาความปลอดโปร่งจนวาระสุดท้าย,kejernihan,Filsuf tua mempertahankan kejernihan pikir hingga akhir hayat.
lucubrate,He would lucubrate by candlelight on philosophical problems long after the household had fallen silent.,밤늦게 공부하다,그는 집이 고요해진 뒤에도 촛불 아래 철학 문제를 밤늦게 공부했다.,夜更けに研究する,家が静まった後も彼は蝋燭の下で哲学を夜更けに研究した。,熬夜钻研,他在全家寂静后仍点烛熬夜钻研哲学问题。,trasnochar,Solía trasnochar a la luz de las velas estudiando.,thức khuya nghiên cứu,Anh thức khuya nghiên cứu triết học bên ánh nến.,เคี่ยวกรำตอนดึก,เขาเคี่ยวกรำตอนดึกอ่านปรัชญาในแสงเทียน,bekerja larut,Dia bekerja larut dengan lilin atas masalah filsafat.
ludic,The architect designed the children's library with deliberately ludic spaces full of unexpected playful corners.,장난기 있는,건축가는 어린이 도서관을 일부러 장난기 있는 공간으로 설계했다.,遊び心のある,建築家は子供図書館を意図的に遊び心のある空間にした。,玩乐的,建筑师有意把儿童图书馆设计成充满玩乐的空间。,lúdico,El arquitecto diseñó la biblioteca con espacios lúdicos.,vui chơi,Kiến trúc sư cố ý thiết kế thư viện với không gian vui chơi.,ขี้เล่น,สถาปนิกออกแบบห้องสมุดเด็กให้มีพื้นที่ขี้เล่น,bermain-main,Arsitek merancang perpustakaan anak dengan ruang bermain-main.
