english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
endorse,"Several prominent scientists endorsed the climate change report.",지지하다,"여러 저명한 과학자들이 기후 변화 보고서를 지지했다.",支持する,"数人の著名な科学者が気候変動報告書を支持した。",认可,"几位著名科学家认可了气候变化报告。",respaldar,"Varios científicos prominentes respaldaron el informe sobre cambio climático.",ủng hộ,"Nhiều nhà khoa học nổi tiếng ủng hộ báo cáo biến đổi khí hậu.",สนับสนุน,"นักวิทยาศาสตร์ชั้นนำหลายคนสนับสนุนรายงานการเปลี่ยนแปลงสภาพภูมิอากาศ",mendukung,"Beberapa ilmuwan terkemuka mendukung laporan perubahan iklim."
engender,"Poverty engenders crime and social instability.",야기하다,"빈곤은 범죄와 사회적 불안을 야기한다.",引き起こす,"貧困は犯罪と社会的不安定を引き起こす。",引起,"贫困引起犯罪和社会不稳定。",engendrar,"La pobreza engendra crimen e inestabilidad social.",gây ra,"Nghèo đói gây ra tội phạm và bất ổn xã hội.",ก่อให้เกิด,"ความยากจนก่อให้เกิดอาชญากรรมและความไม่มั่นคงทางสังคม",menimbulkan,"Kemiskinan menimbulkan kejahatan dan ketidakstabilan sosial."
epitomize,"Her career epitomizes the struggles of women in science.",전형적으로 보여주다,"그녀의 경력은 과학 분야 여성의 투쟁을 전형적으로 보여준다.",典型的に示す,"彼女のキャリアは科学における女性の苦闘を典型的に示す。",典型体现,"她的职业生涯典型体现了女性在科学领域的奋斗。",personificar,"Su carrera personifica las luchas de las mujeres en la ciencia.",là điển hình,"Sự nghiệp của cô là điển hình cho cuộc đấu tranh của phụ nữ trong khoa học.",เป็นแบบอย่าง,"อาชีพของเธอเป็นแบบอย่างของการต่อสู้ของผู้หญิงในวงการวิทยาศาสตร์",melambangkan,"Kariernya melambangkan perjuangan perempuan di bidang sains."
equitable,"The policy aims to ensure equitable distribution of resources.",공평한,"그 정책은 자원의 공평한 분배를 보장하는 것을 목표로 한다.",公平な,"その政策は資源の公平な分配を確保することを目指す。",公平的,"该政策旨在确保资源的公平分配。",equitativo,"La política busca asegurar una distribución equitativa de recursos.",công bằng,"Chính sách nhằm đảm bảo phân phối tài nguyên công bằng.",เท่าเทียม,"นโยบายมุ่งหมายให้การกระจายทรัพยากรอย่างเท่าเทียม",adil,"Kebijakan ini bertujuan untuk memastikan distribusi sumber daya yang adil."
erratic,"The patient exhibited erratic behavior following the head injury.",불규칙한,"환자는 두부 손상 후 불규칙한 행동을 보였다.",不安定な,"患者は頭部外傷後に不安定な行動を示した。",不稳定的,"患者在头部受伤后表现出不稳定的行为。",errático,"El paciente exhibió un comportamiento errático tras la lesión en la cabeza.",thất thường,"Bệnh nhân biểu hiện hành vi thất thường sau chấn thương đầu.",แปรปรวน,"ผู้ป่วยแสดงพฤติกรรมแปรปรวนหลังจากได้รับบาดเจ็บที่ศีรษะ",tidak menentu,"Pasien menunjukkan perilaku tidak menentu setelah cedera kepala."
exonerate,"DNA evidence exonerated the wrongfully convicted man.",무죄를 입증하다,"DNA 증거가 억울하게 유죄 판결을 받은 남성의 무죄를 입증했다.",無罪を証明する,"DNA証拠が不当に有罪判決を受けた男性の無罪を証明した。",证明无罪,"DNA证据证明了被错误定罪的男子无罪。",exonerar,"Las pruebas de ADN exoneraron al hombre condenado injustamente.",minh oan,"Bằng chứng DNA đã minh oan cho người đàn ông bị kết tội oan.",พิสูจน์ว่าบริสุทธิ์,"หลักฐาน DNA พิสูจน์ว่าชายที่ถูกตัดสินผิดบริสุทธิ์",membebaskan,"Bukti DNA membebaskan pria yang salah divonis."
expedite,"Digital systems expedite the processing of visa applications.",촉진하다,"디지털 시스템은 비자 신청 처리를 촉진한다.",迅速化する,"デジタルシステムはビザ申請の処理を迅速化する。",加快,"数字系统加快了签证申请的处理。",agilizar,"Los sistemas digitales agilizan el procesamiento de solicitudes de visa.",đẩy nhanh,"Hệ thống kỹ thuật số đẩy nhanh quá trình xử lý đơn xin thị thực.",เร่งให้เร็วขึ้น,"ระบบดิจิทัลเร่งการดำเนินการคำร้องขอวีซ่าให้เร็วขึ้น",mempercepat,"Sistem digital mempercepat pemrosesan aplikasi visa."
explicit,"The contract contains explicit terms regarding termination.",명시적인,"계약서에는 해지에 관한 명시적인 조항이 포함되어 있다.",明示的な,"契約には解約に関する明示的な条項が含まれている。",明确的,"合同包含关于终止的明确条款。",explícito,"El contrato contiene términos explícitos sobre la terminación.",rõ ràng,"Hợp đồng chứa các điều khoản rõ ràng về việc chấm dứt.",ชัดแจ้ง,"สัญญามีข้อกำหนดที่ชัดแจ้งเกี่ยวกับการยกเลิก",eksplisit,"Kontrak berisi ketentuan eksplisit mengenai pemutusan."
fabricate,"The defendant was accused of fabricating evidence.",조작하다,"피고는 증거를 조작한 혐의를 받았다.",捏造する,"被告は証拠を捏造した罪で起訴された。",捏造,"被告被指控捏造证据。",fabricar,"El acusado fue acusado de fabricar pruebas.",bịa đặt,"Bị cáo bị buộc tội bịa đặt bằng chứng.",สร้างเรื่อง,"จำเลยถูกกล่าวหาว่าสร้างเรื่องหลักฐาน",memalsukan,"Terdakwa dituduh memalsukan bukti."
facilitate,"Technology facilitates communication across geographical boundaries.",촉진하다,"기술은 지리적 경계를 넘어 의사소통을 촉진한다.",促進する,"テクノロジーは地理的境界を越えたコミュニケーションを促進する。",促进,"技术促进了跨地域的沟通。",facilitar,"La tecnología facilita la comunicación a través de fronteras geográficas.",tạo điều kiện,"Công nghệ tạo điều kiện giao tiếp xuyên biên giới địa lý.",อำนวยความสะดวก,"เทคโนโลยีอำนวยความสะดวกในการสื่อสารข้ามพรมแดนทางภูมิศาสตร์",memfasilitasi,"Teknologi memfasilitasi komunikasi melintasi batas geografis."
fallacy,"The argument is based on a logical fallacy.",오류,"그 논증은 논리적 오류에 기반하고 있다.",誤謬,"その議論は論理的誤謬に基づいている。",谬误,"该论点基于逻辑谬误。",falacia,"El argumento se basa en una falacia lógica.",ngụy biện,"Lập luận dựa trên một ngụy biện logic.",ความเข้าใจผิด,"ข้อโต้แย้งนั้นตั้งอยู่บนความเข้าใจผิดทางตรรกะ",kekeliruan,"Argumen tersebut didasarkan pada kekeliruan logis."
feasible,"Solar energy is now a feasible alternative to fossil fuels.",실행 가능한,"태양 에너지는 이제 화석 연료의 실행 가능한 대안이다.",実行可能な,"太陽エネルギーは今や化石燃料に代わる実行可能な選択肢である。",可行的,"太阳能现在是化石燃料的可行替代品。",factible,"La energía solar es ahora una alternativa factible a los combustibles fósiles.",khả thi,"Năng lượng mặt trời giờ là lựa chọn khả thi thay thế nhiên liệu hóa thạch.",เป็นไปได้,"พลังงานแสงอาทิตย์เป็นทางเลือกที่เป็นไปได้แทนเชื้อเพลิงฟอสซิล",layak,"Energi surya kini menjadi alternatif yang layak untuk bahan bakar fosil."
fluctuate,"Exchange rates fluctuate in response to market conditions.",변동하다,"환율은 시장 상황에 따라 변동한다.",変動する,"為替レートは市場状況に応じて変動する。",波动,"汇率随市场状况波动。",fluctuar,"Los tipos de cambio fluctúan en respuesta a las condiciones del mercado.",biến động,"Tỷ giá hối đoái biến động theo điều kiện thị trường.",ผันผวน,"อัตราแลกเปลี่ยนผันผวนตามสภาวะตลาด",berfluktuasi,"Nilai tukar berfluktuasi sebagai respons terhadap kondisi pasar."
